nome,fase,turma,instituicao_ensino_aluno,sinalizador_ingressante,pedra,inde,iaa,ieg,ips,ida,ipp,rec_equipe_1,rec_equipe_2,rec_equipe_3,rec_equipe_4,ponto_virada,ipv,ian,nivel_ideal,defasagem,sexo,corraca,bolsista_encoded,ponto_virada_encoded,pedra_encoded,anos_pm,fase_ideal,na_fase,diff_fase,idade,sexo_encoded,rec_equipe_1_resultado,rec_equipe_2_resultado,rec_equipe_3_resultado,rec_equipe_4_resultado,rec_equipe_1_resultado_encoded,rec_equipe_2_resultado_encoded,rec_equipe_3_resultado_encoded,rec_equipe_4_resultado_encoded,rec_sintese
ALUNO-359,2,E,Escola Pública,Veterano,Ametista,7.326,8.0,5.0,7.5,8.0,8.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.1,5.0,Nível 3 (7o e 8o ano),-1.0,M,B,0,1,3,2.0,3.0,0,-1.0,11.0,0.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-363,0,O,Escola Pública,Ingressante,Ametista,8.231,10.0,8.3,7.5,6.5,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.7,10.0,ALFA  (2o e 3o ano),0.0,F,R,0,0,3,0.0,0.0,1,0.0,8.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-364,2,A,Escola Pública,Veterano,Ágata,6.306,0.0,7.5,4.4,4.7,7.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.6,10.0,Nível 2 (5o e 6o ano),0.0,M,R,0,0,2,2.0,2.0,1,0.0,10.0,0.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-365,6,C,Rede Decisão,Veterano,Ametista,7.376,9.2,6.9,5.0,6.5,6.9,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.9,10.0,Nível 6 (2o EM),0.0,F,B,1,0,3,4.0,6.0,1,0.0,16.0,1.0,Neutro,Positivo,Positivo,Positivo,0.0,1.0,1.0,1.0,1.0
ALUNO-367,4,F,Escola Pública,Veterano,Ágata,6.392,7.9,4.4,7.5,4.8,7.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,6.5,10.0,Nível 4 (9o ano),0.0,M,B,0,0,2,5.0,4.0,1,0.0,14.0,0.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-370,3,G,Escola Pública,Veterano,Ametista,8.196,7.9,8.9,6.3,9.1,9.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,8.9,5.0,Nível 4 (9o ano),-1.0,M,R,0,0,3,2.0,4.0,0,-1.0,14.0,0.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-372,2,E,Escola Pública,Veterano,Ágata,6.360,8.0,5.4,7.5,4.9,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,7.4,5.0,Nível 3 (7o e 8o ano),-1.0,F,P,0,0,2,4.0,3.0,0,-1.0,13.0,1.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-373,4,L,Escola Pública,Veterano,Quartzo,4.712,9.2,4.4,5.6,1.5,7.2,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,4.2,5.0,Nível 5 (1o EM),-1.0,F,R,0,0,1,4.0,5.0,0,-1.0,15.0,1.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-374,7,A,Escola Pública,Ingressante,Topázio,8.276,9.6,9.4,7.5,6.4,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,7.9,10.0,ERRO,0.0,F,R,0,0,4,0.0,,0,,,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-375,2,B,Rede Decisão,Veterano,Topázio,8.858,9.5,10.0,7.5,8.1,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.9,10.0,Nível 2 (5o e 6o ano),0.0,F,R,1,0,4,5.0,2.0,1,0.0,11.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-376,4,A,Escola Pública,Ingressante,Quartzo,5.216,8.8,5.8,0.0,3.9,7.7,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,5.7,5.0,Nível 6 (2o EM),-2.0,F,A,0,0,1,0.0,6.0,0,-2.0,16.0,1.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-377,3,G,Rede Decisão,Veterano,Ametista,7.110,8.8,7.5,5.6,4.2,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.9,10.0,Nível 3 (7o e 8o ano),0.0,M,R,1,0,3,4.0,3.0,1,0.0,12.0,0.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-378,6,C,Rede Decisão,Veterano,Ametista,7.441,6.7,7.8,4.4,7.7,7.8,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.3,10.0,Nível 6 (2o EM),0.0,M,R,1,0,3,5.0,6.0,1,0.0,16.0,0.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-379,4,E,Escola Pública,Veterano,Quartzo,4.151,10.0,2.8,5.0,1.7,5.6,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não,3.5,5.0,Nível 5 (1o EM),-1.0,M,R,0,0,1,3.0,5.0,0,-1.0,15.0,0.0,Neutro,Neutro,Neutro,Negativo,0.0,0.0,0.0,-1.0,0.0
ALUNO-381,0,I,Escola Pública,Veterano,Ametista,7.052,9.5,8.3,6.3,6.1,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.6,5.0,Nível 2 (5o e 6o ano),-2.0,M,B,0,0,3,2.0,2.0,0,-2.0,10.0,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-383,0,R,Escola Pública,Ingressante,Ametista,6.915,9.5,5.8,7.5,6.3,7.2,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.8,5.0,Nível 2 (5o e 6o ano),-2.0,F,R,0,0,3,2.0,2.0,0,-2.0,11.0,1.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-384,1,C,Escola Pública,Ingressante,Ametista,7.418,8.5,9.2,8.8,3.6,8.1,Promovido de Fase,Promovido de Fase,Mantido na Fase + Bolsa,Não avaliado,Sim,9.1,5.0,Nível 2 (5o e 6o ano),-1.0,M,A,0,1,3,0.0,2.0,0,-1.0,11.0,0.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-385,3,M,Escola Pública,Veterano,Quartzo,5.435,8.8,3.9,7.5,2.6,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.4,5.0,Nível 5 (1o EM),-2.0,F,R,0,0,1,1.0,5.0,0,-2.0,15.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-387,3,R,Escola Pública,Veterano,Ágata,6.190,7.9,5.8,5.0,6.6,7.3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.9,5.0,Nível 4 (9o ano),-1.0,M,B,0,0,2,3.0,4.0,0,-1.0,14.0,0.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-388,2,C,Escola Pública,Veterano,Ágata,6.007,9.5,3.8,7.5,3.8,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.7,5.0,Nível 3 (7o e 8o ano),-1.0,F,R,0,0,2,3.0,3.0,0,-1.0,13.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-389,6,A,Rede Decisão,Veterano,Ametista,8.201,8.3,8.6,6.3,9.0,9.4,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,8.9,5.0,Nível 7 (3o EM),-1.0,M,R,1,0,3,1.0,7.0,0,-1.0,17.0,0.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-393,2,F,Escola Pública,Veterano,Ametista,7.260,9.0,6.7,7.5,7.4,8.1,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.4,5.0,Nível 3 (7o e 8o ano),-1.0,M,B,0,0,3,4.0,3.0,0,-1.0,12.0,0.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-394,4,F,Rede Decisão,Veterano,Ágata,6.053,7.1,5.3,6.9,5.2,7.2,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,6.7,5.0,Nível 6 (2o EM),-2.0,F,B,1,0,2,5.0,6.0,0,-2.0,16.0,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-396,5,A,Escola Pública,Veterano,Ametista,7.593,7.9,8.1,7.5,7.2,7.7,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,8.7,5.0,Nível 6 (2o EM),-1.0,M,R,0,0,3,2.0,6.0,0,-1.0,16.0,0.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-397,3,B,Rede Decisão,Veterano,Quartzo,4.257,6.7,2.8,3.1,2.5,4.6,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,3.8,10.0,Nível 3 (7o e 8o ano),0.0,F,R,1,0,1,5.0,3.0,1,0.0,13.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-400,1,C,Escola Pública,Veterano,Quartzo,3.729,0.0,3.3,5.6,1.2,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.2,5.0,Nível 2 (5o e 6o ano),-1.0,F,R,0,0,1,2.0,2.0,0,-1.0,11.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-403,3,D,Escola Pública,Ingressante,Ametista,7.878,9.2,7.2,7.5,6.4,7.9,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.5,10.0,Nível 3 (7o e 8o ano),0.0,M,R,0,0,3,0.0,3.0,1,0.0,13.0,0.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-404,4,G,Rede Decisão,Veterano,Topázio,8.499,8.8,9.2,7.5,7.4,8.9,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,8.3,10.0,Nível 4 (9o ano),0.0,F,R,1,0,4,5.0,4.0,1,0.0,14.0,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-405,0,S,Escola Pública,Ingressante,Ametista,7.767,8.5,8.3,7.5,6.0,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.8,10.0,ALFA  (2o e 3o ano),0.0,F,A,0,0,3,0.0,0.0,1,0.0,8.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-406,1,A,Escola Pública,Veterano,Ágata,6.868,9.0,8.3,6.9,6.4,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.4,5.0,Nível 2 (5o e 6o ano),-1.0,M,R,0,0,2,3.0,2.0,0,-1.0,11.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-407,4,G,Rede Decisão,Veterano,Topázio,8.475,8.3,8.9,7.5,6.6,9.2,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,9.4,10.0,Nível 4 (9o ano),0.0,F,B,1,1,4,3.0,4.0,1,0.0,14.0,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-408,1,C,Escola Pública,Veterano,Topázio,8.699,9.0,9.2,8.8,7.2,8.8,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.9,10.0,Nível 1 (4o ano),0.0,M,R,0,0,4,1.0,1.0,1,0.0,9.0,0.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-416,2,H,Escola Pública,Veterano,Ametista,7.349,9.0,8.8,4.4,6.9,7.3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.2,5.0,Nível 4 (9o ano),-2.0,F,B,0,0,3,3.0,4.0,0,-2.0,14.0,1.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-421,4,F,Escola Pública,Veterano,Ágata,6.624,9.2,5.8,7.5,5.8,7.7,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,6.9,5.0,Nível 6 (2o EM),-2.0,M,R,0,0,2,3.0,6.0,0,-2.0,16.0,0.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-422,0,Q,Escola Pública,Ingressante,Ametista,7.965,9.0,10.0,7.5,7.2,8.4,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.7,5.0,Nível 2 (5o e 6o ano),-2.0,F,P,0,0,3,0.0,2.0,0,-2.0,11.0,1.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-423,5,F,Escola Pública,Ingressante,Quartzo,3.146,0.0,1.7,5.0,1.5,6.9,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,4.2,5.0,Nível 7 (3o EM),-2.0,M,B,0,0,1,0.0,7.0,0,-2.0,17.0,0.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-424,2,I,Escola Pública,Veterano,Ágata,5.990,9.0,5.0,7.5,4.5,7.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,6.1,5.0,Nível 3 (7o e 8o ano),-1.0,F,B,0,0,2,4.0,3.0,0,-1.0,13.0,1.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-425,3,F,Escola Pública,Veterano,Ágata,6.642,9.2,6.4,7.5,5.5,7.1,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,6.9,5.0,Nível 4 (9o ano),-1.0,F,R,0,0,2,2.0,4.0,0,-1.0,14.0,1.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-432,0,I,Escola Pública,Veterano,Quartzo,4.946,9.0,6.7,5.0,2.6,2.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,4.8,5.0,Nível 2 (5o e 6o ano),-2.0,F,B,0,0,1,1.0,2.0,0,-2.0,11.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-435,5,B,Escola Pública,Veterano,Quartzo,4.169,6.7,4.7,0.0,3.0,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Promovido de Fase,Não,3.5,5.0,Nível 7 (3o EM),-2.0,F,B,0,0,1,1.0,7.0,0,-2.0,17.0,1.0,Neutro,Neutro,,Positivo,0.0,0.0,,1.0,0.0
ALUNO-436,2,J,Escola Pública,Ingressante,Ametista,7.743,9.5,8.8,7.5,6.3,8.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.4,5.0,Nível 3 (7o e 8o ano),-1.0,F,R,0,0,3,0.0,3.0,0,-1.0,13.0,1.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-437,2,P,Escola Pública,Veterano,Ágata,6.482,8.5,5.0,7.5,4.0,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.6,10.0,Nível 2 (5o e 6o ano),0.0,F,B,0,0,2,3.0,2.0,1,0.0,10.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-438,5,B,Escola Pública,Ingressante,Ágata,5.756,9.2,5.3,7.5,2.8,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,6.1,5.0,Nível 7 (3o EM),-2.0,M,B,0,0,2,0.0,7.0,0,-2.0,17.0,0.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-440,5,B,Escola Pública,Ingressante,Ametista,7.382,8.3,8.1,7.5,6.7,8.1,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.7,5.0,Nível 6 (2o EM),-1.0,F,B,0,0,3,0.0,6.0,0,-1.0,16.0,1.0,Positivo,Neutro,Positivo,Positivo,1.0,0.0,1.0,1.0,1.0
ALUNO-441,2,R,Escola Pública,Veterano,Ametista,7.571,9.0,7.9,6.3,7.8,8.1,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.0,5.0,Nível 3 (7o e 8o ano),-1.0,M,R,0,0,3,2.0,3.0,0,-1.0,12.0,0.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-442,1,F,Escola Pública,Veterano,Quartzo,5.188,8.5,4.2,7.5,0.7,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.8,5.0,Nível 2 (5o e 6o ano),-1.0,F,B,0,0,1,1.0,2.0,0,-1.0,10.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-444,1,J,Escola Pública,Ingressante,Ágata,6.469,9.5,4.2,7.5,5.1,8.1,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.1,5.0,Nível 2 (5o e 6o ano),-1.0,F,A,0,0,2,0.0,2.0,0,-1.0,11.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-447,1,J,Escola Pública,Veterano,Ametista,7.690,9.5,9.6,5.0,6.4,7.9,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.7,5.0,Nível 2 (5o e 6o ano),-1.0,M,R,0,0,3,2.0,2.0,0,-1.0,11.0,0.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-448,3,R,Escola Pública,Veterano,Ametista,7.850,9.2,7.8,7.5,6.3,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.1,10.0,Nível 3 (7o e 8o ano),0.0,F,B,0,0,3,2.0,3.0,1,0.0,12.0,1.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-449,2,N,Escola Pública,Veterano,Ametista,7.653,8.5,7.5,7.5,4.9,8.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.6,10.0,Nível 2 (5o e 6o ano),0.0,F,B,0,0,3,2.0,2.0,1,0.0,10.0,1.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-450,5,A,Escola Pública,Ingressante,Ametista,7.196,7.1,7.5,7.5,6.3,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,8.3,5.0,Nível 6 (2o EM),-1.0,M,R,0,0,3,2.0,6.0,0,-1.0,16.0,0.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-451,1,E,Escola Pública,Veterano,Ágata,5.667,8.5,5.0,7.5,1.0,8.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.7,5.0,Nível 2 (5o e 6o ano),-1.0,F,R,0,0,2,3.0,2.0,0,-1.0,10.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-452,1,G,Escola Pública,Ingressante,Ametista,7.118,7.0,8.8,7.5,4.8,8.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 2 (5o e 6o ano),-1.0,M,R,0,0,3,0.0,2.0,0,-1.0,11.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-455,2,F,Escola Pública,Veterano,Ametista,7.154,8.5,7.1,7.5,4.9,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,10.0,Nível 2 (5o e 6o ano),0.0,F,R,0,0,3,2.0,2.0,1,0.0,10.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-463,4,G,Rede Decisão,Veterano,Topázio,8.292,9.6,8.3,7.5,7.0,8.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,8.2,10.0,Nível 3 (7o e 8o ano),1.0,M,B,1,0,4,4.0,3.0,0,1.0,13.0,0.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-465,0,S,Escola Pública,Ingressante,Ametista,8.123,8.5,10.0,7.5,7.6,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.6,5.0,Nível 2 (5o e 6o ano),-2.0,M,B,0,0,3,0.0,2.0,0,-2.0,11.0,0.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-468,2,N,Escola Pública,Ingressante,Ágata,6.583,7.0,6.3,7.5,3.6,7.7,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.0,10.0,Nível 2 (5o e 6o ano),0.0,F,P,0,0,2,3.0,2.0,1,0.0,11.0,1.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-469,4,A,Rede Decisão,Veterano,Ágata,6.759,6.3,6.7,7.5,6.4,7.3,Promovido de Fase,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não,5.2,10.0,Nível 3 (7o e 8o ano),1.0,M,A,1,0,2,5.0,3.0,0,1.0,13.0,0.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-474,2,H,Escola Pública,Veterano,Ametista,7.215,9.0,7.5,7.5,4.6,7.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.2,10.0,Nível 2 (5o e 6o ano),0.0,M,R,0,0,3,2.0,2.0,1,0.0,11.0,0.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-477,2,L,Escola Pública,Veterano,Quartzo,5.185,0.0,5.8,7.5,4.3,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.9,5.0,Nível 3 (7o e 8o ano),-1.0,F,P,0,0,1,2.0,3.0,0,-1.0,13.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-482,2,F,Rede Decisão,Veterano,Topázio,9.021,10.0,10.0,7.5,9.1,9.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,B,1,1,4,5.0,3.0,0,-1.0,13.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-483,2,G,Rede Decisão,Veterano,Ametista,7.644,9.5,8.3,5.0,8.1,7.9,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.1,5.0,Nível 3 (7o e 8o ano),-1.0,F,B,1,0,3,3.0,3.0,0,-1.0,12.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-485,3,D,Escola Pública,Ingressante,Ágata,6.387,7.1,6.1,7.5,5.0,7.3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.4,5.0,Nível 4 (9o ano),-1.0,M,P,0,0,2,0.0,4.0,0,-1.0,14.0,0.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-486,2,C,Escola Pública,Ingressante,Quartzo,5.511,0.0,6.3,7.5,6.0,6.7,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.7,5.0,Nível 3 (7o e 8o ano),-1.0,M,B,0,0,1,2.0,3.0,0,-1.0,13.0,0.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-487,0,S,Escola Pública,Veterano,Ametista,7.440,10.0,6.7,7.5,7.1,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,5.0,Nível 1 (4o ano),-1.0,M,R,0,0,3,2.0,1.0,0,-1.0,9.0,0.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-488,3,R,Escola Pública,Veterano,Ágata,5.539,8.3,5.3,7.5,3.0,7.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.5,5.0,Nível 4 (9o ano),-1.0,F,R,0,0,2,2.0,4.0,0,-1.0,14.0,1.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-490,4,A,Rede Decisão,Ingressante,Ametista,7.044,8.8,7.8,6.9,6.5,7.3,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não,7.0,5.0,Nível 6 (2o EM),-2.0,M,R,1,0,3,5.0,6.0,0,-2.0,15.0,0.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-494,1,C,Escola Pública,Ingressante,Topázio,8.268,9.5,9.2,7.5,7.2,8.8,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.6,5.0,Nível 2 (5o e 6o ano),-1.0,F,R,0,1,4,0.0,2.0,0,-1.0,11.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-496,4,A,Rede Decisão,Ingressante,Ametista,7.895,9.6,6.7,7.5,7.5,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não,7.7,10.0,Nível 3 (7o e 8o ano),1.0,F,B,1,0,3,3.0,3.0,0,1.0,12.0,1.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-497,2,K,Escola Pública,Ingressante,Ametista,7.599,9.0,8.3,7.5,6.6,8.1,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.2,5.0,Nível 3 (7o e 8o ano),-1.0,F,B,0,0,3,0.0,3.0,0,-1.0,13.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-498,3,H,Escola Pública,Ingressante,Ágata,5.735,9.6,3.9,5.0,3.8,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.1,10.0,Nível 3 (7o e 8o ano),0.0,M,B,0,0,2,0.0,3.0,1,0.0,13.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
