nome,ida,diff_fase,ponto_virada_encoded,anos_pm,bolsista_encoded,ipv,corraca,ponto_virada,ian,pedra,pedra_encoded,iaa,ips,ieg,ipp,idade,sexo_encoded,fase,inde,sexo,na_fase,ano
ALUNO-850,6.666666666666667,0.0,0,4.0,1,7.25,R,Não,10.0,Ametista,3,9.16668,7.5,9.7,7.96875,12.0,1.0,3,8.186876333333334,F,1,2020
ALUNO-851,9.0,-1.0,0,1.0,0,6.99999,P,Não,5.0,Ametista,3,9.50002,7.5,10.0,2.5,9.0,0.0,0,7.649999999999999,M,0,2020
ALUNO-855,8.0,-1.0,0,0.0,0,6.888886666666665,B,Não,5.0,Ametista,3,9.000020000000001,7.5,7.6,7.083333333333334,13.0,0.0,2,7.356112666666667,M,0,2020
ALUNO-858,9.5,-1.0,1,1.0,0,9.250005,B,Sim,5.0,Topázio,4,9.000020000000001,6.875,9.7,8.125,10.0,1.0,1,8.590003000000001,F,0,2020
ALUNO-860,8.666666666666666,-1.0,1,2.0,0,8.888893333333332,B,Sim,5.0,Ametista,3,8.33334,7.5,10.0,8.541666666666666,14.0,0.0,3,8.448612666666666,M,0,2020
ALUNO-861,8.666666666666666,-1.0,0,0.0,0,7.833333333333334,B,Não,5.0,Ametista,3,9.58335,7.5,8.8,8.125,14.0,0.0,3,8.080835,M,0,2020
ALUNO-862,10.0,-1.0,0,1.0,0,8.0,R,Não,5.0,Ametista,3,9.50002,6.875,9.5,7.083333333333334,10.0,1.0,1,8.345835333333333,F,0,2020
ALUNO-866,9.0,0.0,0,1.0,0,7.25,P,Não,10.0,Topázio,4,9.000020000000001,7.5,9.7,7.1875,8.0,1.0,1,8.558752,F,1,2020
ALUNO-872,6.0,-1.0,0,3.0,1,7.944446666666667,R,Não,5.0,Ágata,2,9.000020000000001,4.375,8.1,7.5,12.0,0.0,2,6.996391333333334,M,0,2020
ALUNO-873,7.5,-1.0,0,0.0,0,7.555549999999999,P,Não,5.0,Ametista,3,9.000020000000001,7.5,8.6,6.25,11.0,1.0,1,7.506112,F,0,2020
ALUNO-874,6.333333333333333,0.0,0,4.0,1,8.05556,B,Não,10.0,Ametista,3,8.75001,5.0,8.0,8.541666666666666,14.0,1.0,4,7.706946333333334,F,1,2020
ALUNO-877,7.5,-1.0,0,1.0,0,7.916665,B,Não,5.0,Ametista,3,8.000020000000001,7.5,8.3,7.5,12.0,1.0,2,7.543335000000001,F,0,2020
ALUNO-880,0.5,-2.0,0,1.0,0,5.611106666666666,R,Não,5.0,Quartzo,1,7.416679999999999,5.0,5.8,6.875,14.0,1.0,2,4.8113893333333335,F,0,2020
ALUNO-886,8.5,0.0,0,0.0,0,7.58334,B,Não,10.0,Topázio,4,10.00002,7.5,10.0,7.5,7.0,0.0,0,8.71667,M,1,2020
ALUNO-888,0.0,0.0,0,0.0,0,8.11111,R,Não,10.0,Ágata,2,8.500020000000001,7.5,7.9,7.916666666666668,8.0,1.0,1,6.593890666666667,F,1,2020
ALUNO-889,7.0,-1.0,0,1.0,0,7.5,B,Não,5.0,Ametista,3,9.000020000000001,7.5,8.7,8.4375,12.0,1.0,2,7.633752,F,0,2020
ALUNO-890,5.5,-1.0,0,2.0,0,7.166659999999999,R,Não,5.0,Ágata,2,9.000020000000001,6.875,7.9,6.666666666666667,12.0,0.0,2,6.867500666666667,M,0,2020
ALUNO-892,6.5,-1.0,0,1.0,0,7.944443333333333,R,Não,5.0,Ametista,3,9.50002,7.5,9.4,7.291666666666667,11.0,0.0,1,7.698057333333334,M,0,2020
ALUNO-894,8.0,1.0,0,2.0,0,8.05556,R,Não,10.0,Topázio,4,10.00002,8.125,9.4,8.958333333333334,14.0,1.0,5,8.799447333333335,F,0,2020
ALUNO-898,7.5,-1.0,0,3.0,0,7.916665,B,Não,5.0,Ágata,2,6.91668,4.375,7.9,8.125,13.0,1.0,2,7.105001,F,0,2020
ALUNO-899,7.5,-1.0,0,1.0,0,7.75,R,Não,5.0,Ametista,3,8.000020000000001,7.5,9.5,8.125,10.0,0.0,1,7.812502,M,0,2020
ALUNO-902,8.0,0.0,0,1.0,0,6.083335,B,Não,10.0,Ametista,3,9.000020000000001,7.5,10.0,2.5,8.0,0.0,0,7.716669,M,1,2020
ALUNO-903,10.0,0.0,0,0.0,0,7.916665,R,Não,10.0,Topázio,4,9.000020000000001,7.5,9.2,8.125,8.0,0.0,1,8.885835,M,1,2020
ALUNO-904,7.0,0.0,0,0.0,0,6.6666625,B,Não,10.0,Ametista,3,9.58335,7.5,8.5,7.96875,13.0,1.0,3,7.9385425,F,1,2020
ALUNO-906,7.666666666666667,-2.0,1,3.0,1,9.888896666666668,R,Sim,5.0,Topázio,4,10.00002,10.0,10.0,9.166666666666666,16.0,1.0,4,8.927781333333334,F,0,2020
ALUNO-907,7.0,0.0,0,0.0,0,7.333333333333333,B,Não,10.0,Ametista,3,9.50002,7.5,8.8,7.916666666666668,9.0,1.0,1,8.118335333333334,F,1,2020
ALUNO-908,7.5,-1.0,0,1.0,0,7.5,R,Não,5.0,Ágata,2,7.41668,6.875,7.7,6.875,13.0,0.0,2,7.156668,M,0,2020
ALUNO-909,2.0,-1.0,0,1.0,0,8.0,R,Não,5.0,Ágata,2,9.50002,7.5,6.3,7.8125,12.0,0.0,2,6.241251999999999,M,0,2020
ALUNO-910,1.3333333333333333,-1.0,0,4.0,0,6.749995,R,Não,5.0,Quartzo,1,9.58335,3.125,0.8,7.8125,16.0,1.0,5,4.328750666666667,F,0,2020
ALUNO-911,7.666666666666667,-2.0,0,1.0,0,6.3333325,B,Não,5.0,Ágata,2,5.83334,3.75,8.1,7.1875,15.0,1.0,3,6.5970838333333335,F,0,2020
ALUNO-912,2.6666666666666665,-1.0,0,1.0,0,5.1666566666666665,P,Não,5.0,Quartzo,1,9.16668,7.5,1.0,8.125,15.0,1.0,4,4.745832666666667,F,0,2020
ALUNO-916,7.0,0.0,1,3.0,1,9.8333425,R,Sim,10.0,Topázio,4,7.91667,7.5,8.7,8.59375,13.0,1.0,3,8.5077105,F,1,2020
ALUNO-919,5.333333333333333,0.0,0,0.0,0,7.444446666666667,R,Não,10.0,Ágata,2,8.75001,7.5,6.0,7.500000000000001,15.0,1.0,5,7.1305570000000005,F,1,2020
ALUNO-920,7.0,-1.0,1,2.0,1,9.3333375,B,Sim,5.0,Ametista,3,7.08333,4.375,9.4,7.96875,15.0,0.0,4,7.589375500000001,M,0,2020
ALUNO-922,4.5,0.0,1,1.0,0,8.833335,P,Sim,10.0,Ametista,3,8.500020000000001,4.375,8.7,5.9375,10.0,1.0,2,7.287919,F,1,2020
ALUNO-923,9.0,0.0,0,0.0,0,4.75,R,Não,10.0,Ametista,3,9.000020000000001,5.0,10.0,2.5,8.0,1.0,0,7.400002000000001,F,1,2020
ALUNO-926,8.5,-1.0,0,2.0,0,7.055549999999999,P,Não,5.0,Ametista,3,9.50002,5.0,9.5,6.875,12.0,0.0,2,7.648612,M,0,2020
ALUNO-927,10.0,0.0,0,0.0,0,7.833333333333333,R,Não,10.0,Topázio,4,8.500020000000001,7.5,8.0,7.708333333333334,9.0,0.0,1,8.537502,M,1,2020
ALUNO-928,6.833333333333333,0.0,1,1.0,0,9.2083375,P,Sim,10.0,Ametista,3,8.75001,7.5,8.1,8.4375,17.0,0.0,7,8.297085166666667,M,1,2020
ALUNO-929,0.0,0.0,0,2.0,0,5.374995,B,Não,10.0,Quartzo,1,8.75001,7.5,0.0,7.65625,14.0,1.0,4,4.465625,F,1,2020
ALUNO-930,8.0,-1.0,1,1.0,0,8.722226666666666,B,Sim,5.0,Ametista,3,9.58335,9.375,9.1,8.125,15.0,0.0,4,8.372780333333333,M,0,2020
ALUNO-931,9.5,-1.0,0,1.0,0,6.99999,B,Não,5.0,Ametista,3,9.000020000000001,7.5,10.0,7.8125,9.0,0.0,0,8.231250000000001,M,0,2020
ALUNO-932,7.5,-1.0,0,3.0,0,7.5,B,Não,5.0,Ametista,3,8.000020000000001,6.25,9.1,7.8125,12.0,0.0,2,7.526252,M,0,2020
ALUNO-935,9.0,0.0,0,0.0,0,7.416665,B,Não,10.0,Topázio,4,10.00002,10.0,10.0,7.8125,8.0,1.0,0,9.064585,F,1,2020
ALUNO-937,10.0,-1.0,0,2.0,0,7.777776666666667,B,Não,5.0,Ametista,3,9.50002,7.5,9.4,7.916666666666668,10.0,1.0,1,8.427224,F,0,2020
ALUNO-938,9.0,0.0,0,4.0,0,8.000003333333332,B,Não,10.0,Ametista,3,9.58335,4.375,9.4,7.083333333333334,13.0,1.0,3,8.384169,F,1,2020
ALUNO-940,7.25,-1.0,0,1.0,0,7.666665,B,Não,5.0,Ametista,3,9.50002,6.25,10.0,6.875,9.0,1.0,0,7.745835,F,0,2020
ALUNO-942,6.333333333333333,0.0,0,2.0,0,6.222216666666667,R,Não,10.0,Ametista,3,9.16668,5.0,8.5,7.083333333333334,12.0,1.0,3,7.336111333333334,F,1,2020
ALUNO-943,6.25,0.0,0,0.0,0,7.75,B,Não,10.0,Ametista,3,8.500020000000001,7.5,8.8,7.8125,9.0,1.0,1,7.941252,F,1,2020
ALUNO-944,4.333333333333333,-1.0,0,3.0,0,5.722213333333335,B,Não,5.0,Quartzo,1,9.58335,6.875,2.6,8.333333333333334,14.0,0.0,3,5.510277666666668,M,0,2020
ALUNO-948,6.0,-1.0,0,2.0,0,7.444443333333333,B,Não,5.0,Ametista,3,8.500020000000001,7.5,8.9,7.916666666666668,13.0,1.0,2,7.360557333333334,F,0,2020
ALUNO-950,4.833333333333333,0.0,1,2.0,1,9.29167,B,Sim,10.0,Ametista,3,9.16668,7.5,9.6,7.5,17.0,0.0,7,8.161668666666667,M,1,2020
ALUNO-951,6.0,-1.0,0,0.0,0,6.833333333333333,R,Não,5.0,Ágata,2,7.91667,7.5,8.8,7.083333333333334,16.0,0.0,5,7.0766670000000005,M,0,2020
ALUNO-957,7.5,-1.0,0,1.0,0,8.055556666666668,R,Não,5.0,Ametista,3,7.416679999999999,7.5,9.2,7.291666666666667,10.0,1.0,1,7.671946,F,0,2020
ALUNO-958,8.0,-2.0,1,2.0,1,9.111113333333334,R,Sim,5.0,Ametista,3,9.16668,8.125,9.5,8.749999999999998,15.0,0.0,3,8.426390666666666,M,0,2020
ALUNO-961,10.0,0.0,0,1.0,0,8.0,R,Não,10.0,Topázio,4,9.50002,4.375,9.4,7.916666666666668,9.0,1.0,1,8.659168666666668,F,1,2020
ALUNO-962,1.3333333333333333,0.0,0,3.0,1,4.666663333333334,B,Não,10.0,Quartzo,1,9.16668,4.375,6.4,6.666666666666667,13.0,1.0,3,5.500834,F,1,2020
ALUNO-964,9.0,-1.0,0,0.0,0,8.0,B,Não,5.0,Ametista,3,9.50002,7.5,8.1,8.125,11.0,1.0,1,8.032502000000001,F,0,2020
ALUNO-965,3.5,-1.0,0,2.0,0,8.055560000000002,R,Não,5.0,Ágata,2,9.000020000000001,6.875,9.0,8.749999999999998,12.0,0.0,2,7.073614000000001,M,0,2020
ALUNO-968,3.6666666666666665,-3.0,0,0.0,0,5.999996666666666,R,Não,2.5,Quartzo,1,5.8333200000000005,6.25,7.3,7.291666666666667,16.0,1.0,3,5.580831333333333,F,0,2020
ALUNO-970,7.0,-1.0,0,2.0,0,7.58333,B,Não,5.0,Ágata,2,9.50002,7.5,6.9,6.875,13.0,0.0,2,7.1841680000000006,M,0,2020
ALUNO-973,10.0,0.0,0,1.0,0,7.444443333333333,B,Não,10.0,Ametista,3,9.50002,7.5,6.2,6.875,9.0,1.0,1,8.116390666666666,F,1,2020
ALUNO-983,5.5,0.0,0,2.0,1,8.11111,B,Não,10.0,Ametista,3,9.000020000000001,3.75,9.9,8.125,10.0,1.0,2,7.789724,F,1,2020
ALUNO-984,0.0,-1.0,0,3.0,0,7.61111,R,Não,5.0,Quartzo,1,9.50002,7.5,4.3,7.291666666666667,10.0,0.0,1,5.311390666666667,M,0,2020
ALUNO-986,6.333333333333333,0.0,0,2.0,0,6.916665,B,Não,10.0,Ágata,2,9.16668,7.5,4.2,8.4375,14.0,0.0,4,7.000417666666667,M,1,2020
ALUNO-989,7.0,-1.0,0,0.0,0,7.666666666666667,R,Não,5.0,Ametista,3,9.50002,7.5,9.6,8.333333333333334,12.0,1.0,2,7.886668666666667,F,0,2020
ALUNO-991,2.5,0.0,0,1.0,0,7.22222,B,Não,10.0,Ágata,2,9.000020000000001,6.25,7.9,7.5,10.0,1.0,2,6.7994460000000005,F,1,2020
ALUNO-992,9.5,-1.0,0,1.0,0,6.99999,R,Não,5.0,Ametista,3,9.000020000000001,7.5,5.6,7.5,9.0,1.0,0,7.32,F,0,2020
ALUNO-993,6.0,1.0,0,2.0,1,8.458337499999999,R,Não,10.0,Ametista,3,7.08333,4.375,8.3,8.28125,14.0,1.0,5,7.5256255,F,0,2020
ALUNO-994,9.0,0.0,0,1.0,0,7.944443333333333,R,Não,10.0,Topázio,4,9.50002,6.875,9.4,7.708333333333334,11.0,0.0,2,8.677223999999999,M,1,2020
ALUNO-996,6.0,0.0,0,2.0,1,8.277776666666668,B,Não,10.0,Ametista,3,9.000020000000001,7.5,7.3,7.708333333333334,10.0,1.0,2,7.736390666666667,F,1,2020
ALUNO-997,9.0,0.0,0,1.0,0,7.75,B,Não,10.0,Topázio,4,9.000020000000001,10.0,9.6,8.125,9.0,0.0,1,8.982502,M,1,2020
ALUNO-999,7.333333333333333,0.0,0,2.0,1,7.72222,R,Não,10.0,Ágata,2,8.33334,3.125,5.8,6.875,12.0,1.0,3,7.004444666666667,F,1,2020
ALUNO-1002,8.333333333333334,-1.0,0,0.0,0,7.944446666666668,P,Não,5.0,Ametista,3,9.16668,7.5,9.4,8.125,14.0,0.0,3,8.114724,M,0,2020
ALUNO-1003,8.0,-1.0,0,1.0,0,7.777776666666667,P,Não,5.0,Ametista,3,9.58335,7.5,6.8,8.749999999999998,14.0,0.0,3,7.598890333333334,M,0,2020
ALUNO-1004,9.0,0.0,0,0.0,0,5.5,B,Não,10.0,Ametista,3,9.000020000000001,6.25,10.0,2.5,8.0,0.0,0,7.675002000000001,M,1,2020
ALUNO-1006,7.5,-1.0,0,1.0,0,7.444443333333333,P,Não,5.0,Ametista,3,9.000020000000001,7.5,9.4,7.916666666666668,10.0,1.0,1,7.8105573333333345,F,0,2020
ALUNO-1007,4.0,0.0,0,1.0,0,7.666670000000001,B,Não,10.0,Ametista,3,9.50002,7.5,8.3,8.333333333333332,11.0,1.0,2,7.526669333333331,F,1,2020
ALUNO-1010,10.0,0.0,0,1.0,0,7.416665,P,Não,10.0,Topázio,4,9.000020000000001,5.0,9.9,7.1875,9.0,1.0,1,8.582085,F,1,2020
ALUNO-1012,10.0,0.0,0,0.0,0,7.916665,R,Não,10.0,Topázio,4,8.000020000000001,7.5,9.1,8.125,8.0,1.0,1,8.765835000000001,F,1,2020
ALUNO-1014,5.0,-1.0,0,1.0,0,7.222219999999999,B,Não,5.0,Ágata,2,8.000020000000001,7.5,8.6,7.5,10.0,1.0,1,6.964446,F,0,2020
ALUNO-1015,6.666666666666667,0.0,1,2.0,0,9.000003333333332,R,Sim,10.0,Ametista,3,9.16668,7.5,7.2,8.125,12.0,1.0,3,8.052502,F,1,2020
ALUNO-1016,6.0,-1.0,0,1.0,0,7.11111,R,Não,5.0,Ametista,3,8.500020000000001,7.5,9.6,7.916666666666668,12.0,0.0,2,7.433890666666667,M,0,2020
ALUNO-1017,8.5,0.0,0,2.0,1,8.277776666666666,B,Não,10.0,Ametista,3,9.000020000000001,7.5,8.8,7.083333333333333,11.0,1.0,2,8.473890666666668,F,1,2020
ALUNO-1018,0.0,-2.0,0,0.0,0,5.388883333333333,R,Não,5.0,Quartzo,1,8.33334,7.5,4.9,8.541666666666666,17.0,0.0,5,4.995277333333333,M,0,2020
ALUNO-1019,4.333333333333333,-2.0,0,0.0,0,6.88888,B,Não,5.0,Ágata,2,6.24999,7.5,6.5,8.333333333333334,17.0,1.0,5,6.252775000000001,F,0,2020
ALUNO-1021,4.5,-1.0,0,1.0,0,7.58333,B,Não,5.0,Ágata,2,9.000020000000001,6.875,7.8,7.1875,12.0,1.0,2,6.782918,F,0,2020
ALUNO-1022,9.0,0.0,0,0.0,0,7.5,R,Não,10.0,Topázio,4,10.00002,7.5,9.9,7.5,8.0,1.0,0,8.780002,F,1,2020
ALUNO-1024,0.0,-2.0,0,0.0,0,4.94444,R,Não,5.0,Quartzo,1,7.5,3.125,2.2,7.708333333333334,17.0,0.0,5,3.7622213333333336,M,0,2020
ALUNO-1027,6.333333333333333,0.0,1,4.0,1,9.0000025,R,Sim,10.0,Ametista,3,8.75001,4.375,9.0,8.90625,15.0,1.0,5,8.069793166666667,F,1,2020
ALUNO-1028,7.5,-1.0,0,1.0,0,7.111106666666665,R,Não,5.0,Ametista,3,9.50002,7.5,9.1,7.916666666666668,12.0,1.0,2,7.73389,F,0,2020
ALUNO-1029,9.0,-1.0,1,1.0,0,9.000005,B,Sim,5.0,Ametista,3,9.50002,7.5,8.7,8.125,10.0,1.0,1,8.352502999999999,F,0,2020
ALUNO-1031,10.0,0.0,1,0.0,0,8.833335,B,Sim,10.0,Topázio,4,9.000020000000001,7.5,10.0,7.5,8.0,0.0,0,9.166669,M,1,2020
ALUNO-1034,5.5,0.0,0,1.0,0,7.944446666666668,R,Não,10.0,Ametista,3,8.000020000000001,7.5,8.5,8.125,11.0,0.0,2,7.751391333333333,M,1,2020
ALUNO-1035,10.0,-1.0,0,0.0,0,7.166663333333332,R,Não,5.0,Ametista,3,9.50002,7.5,9.4,7.5,10.0,0.0,1,8.263334666666667,M,0,2020
ALUNO-1036,0.0,-2.0,0,0.0,0,6.833326666666666,R,Não,5.0,Quartzo,1,8.41668,6.875,3.3,6.458333333333334,12.0,0.0,1,4.701666666666667,M,0,2020
ALUNO-1041,8.666666666666666,0.0,0,1.0,0,7.79167,B,Não,10.0,Ametista,3,8.75001,7.5,5.4,7.96875,12.0,0.0,3,7.793543333333334,M,1,2020
ALUNO-1046,7.666666666666667,-1.0,1,2.0,0,8.83334,B,Sim,5.0,Ametista,3,7.5,7.5,9.3,8.333333333333334,14.0,1.0,3,7.993334666666667,F,0,2020
ALUNO-1047,0.0,1.0,0,2.0,0,5.611103333333333,R,Não,10.0,Quartzo,1,7.5,7.5,2.1,7.916666666666668,13.0,1.0,4,4.833887333333333,F,0,2020
ALUNO-1051,3.6666666666666665,0.0,0,1.0,0,7.72222,R,Não,10.0,Ágata,2,9.16668,7.5,2.8,7.5,12.0,1.0,3,6.254445333333334,F,1,2020
ALUNO-1056,2.6666666666666665,-3.0,0,1.0,0,5.0833275,B,Não,2.5,Quartzo,1,7.5,4.375,3.7,6.09375,16.0,1.0,3,4.336873833333334,F,0,2020
ALUNO-1061,9.0,-1.0,0,2.0,0,7.555549999999999,R,Não,5.0,Ametista,3,9.50002,6.875,8.5,7.916666666666668,12.0,0.0,2,7.940278666666668,M,0,2020
ALUNO-1067,9.5,-1.0,0,2.0,0,7.5,B,Não,5.0,Ametista,3,8.500020000000001,7.5,10.0,8.125,9.0,1.0,0,8.312502,F,0,2020
ALUNO-1070,9.5,-2.0,0,1.0,0,5.66666,R,Não,5.0,Ametista,3,8.500020000000001,7.5,10.0,5.0,10.0,0.0,0,7.633334,M,0,2020
ALUNO-1072,7.333333333333333,0.0,0,0.0,0,7.833333333333334,B,Não,10.0,Ametista,3,8.75001,7.5,8.3,8.749999999999998,12.0,1.0,3,8.193334333333334,F,1,2020
ALUNO-1075,6.666666666666667,0.0,0,4.0,1,8.55556,R,Não,10.0,Topázio,4,9.16668,10.0,9.8,8.749999999999998,14.0,1.0,4,8.796113333333334,F,1,2020
ALUNO-1077,7.5,0.0,0,0.0,0,6.83333,R,Não,10.0,Ametista,3,9.50002,7.5,10.0,6.875,8.0,1.0,0,8.254168,F,1,2020
ALUNO-1078,10.0,-1.0,0,1.0,0,7.833333333333333,R,Não,5.0,Ametista,3,7.416679999999999,6.875,8.0,7.083333333333334,11.0,1.0,1,7.804168000000001,F,0,2020
ALUNO-1079,4.25,-1.0,0,1.0,0,7.666666666666667,P,Não,5.0,Ágata,2,9.000020000000001,7.5,6.7,7.291666666666667,10.0,1.0,1,6.602502,F,0,2020
ALUNO-1081,4.0,-1.0,0,3.0,0,4.2916675,R,Não,5.0,Quartzo,1,8.33334,3.125,6.7,6.09375,16.0,1.0,5,5.2535425,F,0,2020
ALUNO-1084,9.0,0.0,0,1.0,0,7.41667,R,Não,10.0,Ametista,3,9.000020000000001,4.375,10.0,6.875,8.0,0.0,0,8.308336,M,1,2020
ALUNO-1085,3.333333333333333,-1.0,0,1.0,0,7.375,R,Não,5.0,Ágata,2,9.16668,7.5,5.5,7.96875,14.0,1.0,3,6.205209666666667,F,0,2020
ALUNO-1087,6.0,0.0,0,2.0,0,7.222219999999999,R,Não,10.0,Ametista,3,7.50002,7.5,8.6,7.708333333333334,11.0,1.0,2,7.635279333333334,F,1,2020
ALUNO-1088,2.6666666666666665,-2.0,0,2.0,0,8.222223333333334,B,Não,5.0,Ágata,2,8.75001,7.5,4.8,8.541666666666666,17.0,1.0,5,6.116945666666667,F,0,2020
ALUNO-1089,8.5,-2.0,1,1.0,0,10.00001,R,Sim,5.0,Topázio,4,9.50002,7.5,10.0,10.0,10.0,0.0,0,8.900004,M,0,2020
ALUNO-1090,8.0,-1.0,0,2.0,0,7.166663333333332,R,Não,5.0,Ágata,2,7.00002,7.5,4.6,7.083333333333333,10.0,1.0,1,6.611668,F,0,2020
ALUNO-1092,2.0,0.0,0,1.0,0,6.9166625,B,Não,10.0,Quartzo,1,0.0,7.5,4.9,7.96875,16.0,1.0,6,5.3102075,F,1,2020
ALUNO-1093,5.333333333333333,-1.0,0,4.0,1,7.055553333333334,R,Não,5.0,Ametista,3,9.16668,7.5,9.1,8.333333333333332,16.0,1.0,5,7.297778666666666,F,0,2020
ALUNO-1094,8.5,-1.0,0,1.0,0,7.75,B,Não,5.0,Ametista,3,9.000020000000001,7.5,9.3,7.8125,13.0,0.0,2,8.041252,M,0,2020
ALUNO-1095,10.0,0.0,0,1.0,0,8.083335,B,Não,10.0,Topázio,4,10.00002,7.5,10.0,7.5,7.0,1.0,0,9.116669,F,1,2020
ALUNO-1097,6.666666666666667,0.0,0,3.0,1,7.5,R,Não,10.0,Ametista,3,9.58335,7.5,7.4,7.96875,12.0,0.0,3,7.818543333333334,M,1,2020
ALUNO-1103,3.5,-1.0,0,4.0,0,8.583335,R,Não,5.0,Ágata,2,7.91668,4.375,8.9,4.6875,13.0,1.0,2,6.394585,F,0,2020
ALUNO-1105,7.5,-1.0,0,4.0,0,7.75,B,Não,5.0,Ametista,3,7.50002,7.5,9.4,7.1875,11.0,1.0,1,7.648752,F,0,2020
ALUNO-1106,9.5,-2.0,1,1.0,0,8.833335,B,Sim,5.0,Ametista,3,9.000020000000001,4.375,9.9,2.5,10.0,0.0,0,7.734169,M,0,2020
ALUNO-1110,8.5,-1.0,0,1.0,0,8.0,B,Não,5.0,Ametista,3,9.50002,7.5,7.7,8.125,10.0,1.0,1,7.852501999999999,F,0,2020
ALUNO-1112,4.5,0.0,0,2.0,0,7.9166675,B,Não,10.0,Ágata,2,7.91667,6.25,5.8,7.5,16.0,1.0,6,6.8100005,F,1,2020
ALUNO-1119,9.0,0.0,0,1.0,0,7.25,P,Não,10.0,Topázio,4,10.00002,7.5,8.8,7.8125,8.0,0.0,1,8.541252,M,1,2020
ALUNO-1123,8.333333333333334,-2.0,1,1.0,1,9.611113333333332,B,Sim,5.0,Ametista,3,8.33334,6.875,8.7,9.166666666666666,15.0,1.0,3,8.266390000000001,F,0,2020
ALUNO-1127,6.5,-1.0,1,2.0,0,9.33334,R,Sim,5.0,Ametista,3,8.000020000000001,7.5,8.2,5.0,12.0,0.0,2,7.356669999999999,M,0,2020
ALUNO-1128,6.666666666666667,0.0,1,2.0,1,9.7083425,B,Sim,10.0,Ametista,3,9.16668,10.0,5.5,9.375,14.0,1.0,4,8.229169833333334,F,1,2020
ALUNO-1129,8.0,0.0,0,1.0,1,7.222216666666665,B,Não,10.0,Ametista,3,9.000020000000001,5.0,9.1,7.708333333333334,10.0,0.0,2,8.035278666666667,M,1,2020
ALUNO-1130,9.0,0.0,0,1.0,0,7.888890000000001,B,Não,10.0,Topázio,4,9.50002,6.875,9.7,8.333333333333334,11.0,0.0,2,8.788613333333334,M,1,2020
ALUNO-1131,4.0,0.0,0,1.0,0,6.541665,B,Não,10.0,Ágata,2,9.58335,6.25,8.1,7.34375,13.0,0.0,3,7.046043,M,1,2020
ALUNO-1132,6.166666666666667,-1.0,0,1.0,1,8.20834,B,Não,5.0,Ágata,2,7.5,6.25,8.0,7.8125,17.0,0.0,6,7.131251333333334,M,0,2020
ALUNO-1133,5.833333333333333,-1.0,0,1.0,0,7.291665,R,Não,5.0,Quartzo,1,0.0,6.25,4.5,7.8125,17.0,1.0,6,5.431249666666666,F,0,2020
ALUNO-1134,4.833333333333333,0.0,0,1.0,0,6.8333325,P,Não,10.0,Ágata,2,9.58335,7.5,6.7,7.96875,13.0,0.0,3,7.178543166666667,M,1,2020
ALUNO-1136,7.666666666666667,0.0,0,1.0,0,7.6250025,P,Não,10.0,Ametista,3,9.58335,5.0,7.2,7.8125,14.0,1.0,4,7.737918833333333,F,1,2020
ALUNO-1139,7.5,-1.0,0,1.0,0,7.499996666666666,B,Não,5.0,Ametista,3,6.91668,7.5,8.9,7.708333333333334,12.0,1.0,2,7.492500666666666,F,0,2020
ALUNO-1141,6.0,-1.0,0,1.0,0,7.5,B,Não,5.0,Ágata,2,8.500020000000001,7.5,7.0,7.8125,13.0,1.0,2,6.9812520000000005,F,0,2020
ALUNO-1142,3.1666666666666665,-1.0,0,3.0,0,6.70833,R,Não,5.0,Quartzo,1,7.5,6.25,7.0,7.1875,17.0,1.0,6,5.968749333333333,F,0,2020
ALUNO-1145,4.666666666666667,-2.0,0,0.0,0,5.777770000000001,R,Não,5.0,Ágata,2,9.16668,6.875,6.1,8.125,15.0,0.0,3,6.225555333333334,M,0,2020
ALUNO-1148,0.0,-2.0,0,2.0,0,4.5416725,R,Não,5.0,Quartzo,1,6.66667,2.5,1.2,5.0,16.0,1.0,4,3.0650015,F,0,2020
ALUNO-1149,9.0,-2.0,0,1.0,0,4.833325,B,Não,5.0,Ágata,2,9.50002,5.625,10.0,2.5,10.0,0.0,0,7.029166999999999,M,0,2020
ALUNO-1150,9.5,0.0,0,2.0,0,7.61111,R,Não,10.0,Topázio,4,9.50002,7.5,8.8,7.916666666666668,9.0,0.0,1,8.673890666666669,M,1,2020
ALUNO-1156,8.666666666666666,0.0,0,1.0,0,6.916665,P,Não,10.0,Ametista,3,8.33334,7.5,9.0,7.8125,13.0,0.0,3,8.281250333333332,M,1,2020
ALUNO-1159,9.333333333333334,-2.0,1,1.0,0,8.944449999999998,B,Sim,5.0,Topázio,4,9.16668,6.875,9.9,8.125,15.0,1.0,3,8.552224666666667,F,0,2020
ALUNO-1161,4.666666666666667,-1.0,0,2.0,0,6.1249975,B,Não,5.0,Ágata,2,10.00002,4.375,7.8,5.625,14.0,1.0,3,6.2183348333333335,F,0,2020
ALUNO-1165,9.0,-1.0,0,1.0,0,7.5,R,Não,5.0,Ametista,3,8.000020000000001,7.5,9.9,7.5,13.0,0.0,2,8.080002,M,0,2020
ALUNO-1166,4.0,-1.0,0,3.0,0,5.277776666666666,P,Não,5.0,Quartzo,1,9.50002,5.0,6.3,6.25,13.0,1.0,2,5.6905573333333335,F,0,2020
ALUNO-1167,4.5,0.0,0,1.0,0,8.0,B,Não,10.0,Ametista,3,9.50002,6.25,8.7,8.125,9.0,0.0,1,7.627502,M,1,2020
