,nome,idade,cg,pedra,inde,iaa,ieg,ips,ida,ipv,ian,ipp,qtd_aval,indicado_bolsa,sexo,ponto_virada_encoded,anos_pm,destaque_ieg_resultado_encoded,destaque_ida_resultado_encoded,destaque_ipv_resultado_encoded,rec_sintese,diff_fase
135,ALUNO-203,11.0,382.0,Ametista,7.329169333333334,9.50002,9.0,6.875,5.5,5.833336666666667,10.0,6.25,3.0,Não,M,0,0.0,1,-1,-1,0.0,0.0
136,ALUNO-204,11.0,636.0,Ágata,6.575002222222222,8.000020000000001,7.444444444444445,7.5,4.5,7.555556666666667,5.0,6.25,3.0,Não,F,0,0.0,-1,-1,1,0.0,-1.0
137,ALUNO-205,9.0,250.0,Ametista,7.664923985754986,8.500020000000001,8.262108262108262,7.5,9.166666666666666,7.583335,5.0,5.625,2.0,Não,M,0,0.0,1,1,1,1.0,-1.0
138,ALUNO-207,15.0,840.0,Quartzo,4.571673982861744,0.0,3.724695192086496,7.5,3.722222222222223,5.9583275,5.0,6.40625,4.0,Não,F,0,1.0,-1,-1,-1,0.0,-2.0
139,ALUNO-211,11.0,184.0,Ametista,7.856571887125221,9.000020000000001,8.935626102292769,7.5,8.416666666666668,8.055556666666666,5.0,6.25,3.0,Não,M,0,0.0,1,1,1,1.0,-1.0
140,ALUNO-212,10.0,670.0,Ágata,6.344244591269144,9.50002,8.944141289679047,4.375,6.766666666666666,5.166655,5.0,2.8125,2.0,Não,M,0,3.0,1,-1,-1,0.0,-2.0
141,ALUNO-214,14.0,657.0,Ágata,6.417875178463399,9.50002,8.832425892317,5.625,4.75,6.777773333333334,5.0,3.333333333333333,3.0,Não,M,0,0.0,1,-1,-1,0.0,-2.0
142,ALUNO-217,11.0,36.0,Topázio,8.48808864197531,6.91668,9.876543209876544,7.5,8.133333333333333,8.888893333333334,10.0,6.666666666666666,3.0,Sim,F,1,3.0,1,1,1,1.0,0.0
143,ALUNO-218,9.0,50.0,Topázio,8.362568122807017,9.50002,9.031578947368422,7.5,6.916666666666666,9.083335,10.0,6.5625,2.0,Não,M,1,1.0,1,-1,1,1.0,0.0
144,ALUNO-219,13.0,749.0,Quartzo,5.810649259259259,10.00002,5.296296296296296,7.5,2.666666666666667,6.611106666666666,5.0,6.458333333333334,3.0,Não,F,0,3.0,-1,-1,-1,0.0,-1.0
145,ALUNO-220,11.0,615.0,Ágata,6.631987865319865,9.50002,9.326599326599329,7.5,3.75,6.166663333333333,5.0,5.833333333333334,3.0,Não,F,0,0.0,1,-1,-1,0.0,-1.0
146,ALUNO-221,15.0,829.0,Quartzo,4.932115107932876,8.75001,3.613701372997712,7.5,2.666666666666667,4.7083275,5.0,6.09375,4.0,Não,F,0,1.0,-1,-1,-1,1.0,-2.0
147,ALUNO-224,11.0,624.0,Ágata,6.606168554778556,9.50002,8.607226107226108,7.5,3.333333333333333,7.277773333333333,5.0,5.625,3.0,Não,F,0,0.0,1,-1,-1,0.0,-1.0
148,ALUNO-225,16.0,501.0,Ágata,6.957316284888314,9.16668,7.085185035552683,5.0,7.388888888888888,6.6666675,5.0,8.125,4.0,Não,F,0,6.0,-1,-1,-1,1.0,-1.0
149,ALUNO-228,11.0,802.0,Quartzo,5.312964074074074,10.00002,4.87037037037037,6.875,1.5,6.44444,5.0,5.625,3.0,Não,F,0,0.0,-1,-1,-1,0.0,-1.0
150,ALUNO-229,12.0,725.0,Ágata,6.025962871794872,8.000020000000001,5.10897435897436,5.0,8.0,5.83333,5.0,4.375,2.0,Não,F,0,3.0,-1,1,-1,1.0,-2.0
151,ALUNO-232,17.0,243.0,Ametista,7.676832382089068,8.33334,8.191793021556448,8.125,6.688888888888889,8.55556,5.0,8.4375,4.0,Sim,F,1,1.0,1,-1,1,1.0,-1.0
152,ALUNO-233,8.0,290.0,Ametista,7.560770897435898,9.50002,7.287179487179487,7.5,6.600000000000001,7.916665,10.0,5.0,2.0,Não,F,0,0.0,-1,-1,1,0.0,0.0
153,ALUNO-234,8.0,109.0,Topázio,8.121155846153847,9.50002,8.697435897435899,6.25,9.033333333333331,7.5,10.0,5.0,2.0,Não,M,0,0.0,1,1,1,1.0,0.0
154,ALUNO-235,14.0,519.0,Ágata,6.922391887729286,6.66666,7.725859160868649,6.875,5.677777777777778,5.9999925,10.0,6.875,4.0,Não,F,0,3.0,1,-1,-1,1.0,0.0
155,ALUNO-236,8.0,83.0,Topázio,8.207451124949126,8.500020000000001,8.958078958078957,7.5,8.766666666666667,7.5,10.0,5.625,2.0,Não,M,0,0.0,1,1,1,1.0,0.0
156,ALUNO-237,14.0,618.0,Ágata,6.622459534891997,9.000020000000001,7.230347674459984,7.5,4.0,8.111106666666666,5.0,6.041666666666667,3.0,Não,M,0,0.0,-1,-1,1,0.0,-2.0
157,ALUNO-239,13.0,684.0,Ágata,6.309259592592594,8.500020000000001,7.462962962962964,5.625,6.75,5.583325,5.0,4.375,2.0,Não,F,0,0.0,-1,-1,-1,0.0,-2.0
158,ALUNO-241,13.0,842.0,Quartzo,4.55608576514307,7.916679999999999,4.405425492382014,5.0,2.5,4.83333,5.0,4.166666666666666,3.0,Não,M,0,5.0,-1,-1,-1,0.0,-1.0
159,ALUNO-242,13.0,649.0,Ágata,6.454070897064289,9.000020000000001,8.325901151988107,6.875,3.333333333333333,6.944443333333333,5.0,6.458333333333334,3.0,Não,M,0,4.0,1,-1,-1,0.0,-1.0
160,ALUNO-244,8.0,101.0,Topázio,8.143474555555557,9.50002,8.944444444444445,7.5,8.283333333333333,7.333335,10.0,5.3125,2.0,Não,M,0,0.0,1,1,-1,1.0,0.0
161,ALUNO-245,11.0,808.0,Quartzo,5.246467903133903,8.500020000000001,5.765669515669515,7.5,3.8,6.16666,5.0,0.0,2.0,Não,F,0,0.0,-1,-1,-1,,-2.0
162,ALUNO-246,12.0,574.0,Ágata,6.736315131313132,9.000020000000001,7.473232323232324,6.875,5.25,7.5,5.0,6.041666666666667,3.0,Não,F,0,3.0,-1,-1,1,0.0,-2.0
163,ALUNO-247,11.0,688.0,Ágata,6.300611568922306,10.00002,7.888471177944862,6.875,4.166666666666667,6.16666,5.0,4.6875,2.0,Não,F,0,1.0,1,-1,-1,0.0,-1.0
164,ALUNO-248,11.0,251.0,Ametista,7.660716285714286,9.000020000000001,9.428571428571429,7.5,7.5,7.5,5.0,6.25,3.0,Não,F,0,0.0,1,1,1,0.0,-1.0
165,ALUNO-250,8.0,51.0,Topázio,8.361187897435897,10.00002,9.087179487179489,6.25,9.25,8.0,10.0,4.6875,2.0,Não,F,0,0.0,1,1,1,1.0,0.0
166,ALUNO-251,11.0,139.0,Ametista,8.011927248035915,8.000020000000001,7.906846240179574,7.5,7.833333333333334,8.444446666666668,10.0,6.25,3.0,Não,F,1,3.0,1,1,1,1.0,0.0
167,ALUNO-252,11.0,215.0,Ametista,7.755061190476191,9.000020000000001,9.285714285714285,7.5,8.666666666666666,7.416665,5.0,5.3125,2.0,Não,F,0,1.0,1,1,-1,1.0,-2.0
168,ALUNO-253,9.0,349.0,Ametista,7.416668,9.50002,10.0,6.875,6.0,7.58333,5.0,5.625,2.0,Não,F,0,0.0,1,-1,1,0.0,-1.0
169,ALUNO-254,8.0,211.0,Ametista,7.775658894736842,9.50002,9.649122807017545,7.5,5.416666666666666,7.499995,10.0,5.625,2.0,Não,M,0,0.0,1,-1,-1,0.0,0.0
170,ALUNO-255,8.0,48.0,Topázio,8.397956545454546,10.00002,9.06060606060606,7.5,8.366666666666667,8.0,10.0,5.625,2.0,Não,F,0,0.0,1,1,1,1.0,0.0
171,ALUNO-256,9.0,144.0,Ametista,8.000000666666667,7.416679999999999,9.583333333333334,7.5,7.5,7.33333,10.0,6.25,3.0,Não,F,0,0.0,1,1,-1,0.0,0.0
172,ALUNO-257,13.0,281.0,Ametista,7.585228383838384,9.50002,8.585858585858585,7.5,8.5,6.611106666666666,5.0,6.458333333333334,3.0,Não,F,0,0.0,1,1,-1,0.0,-1.0
173,ALUNO-258,11.0,751.0,Quartzo,5.790196511753241,7.916679999999999,5.72182089209953,4.375,5.666666666666666,6.416655,5.0,5.0,2.0,Não,F,0,1.0,-1,-1,-1,0.0,-2.0
174,ALUNO-260,11.0,288.0,Ametista,7.56313707440925,9.000020000000001,8.607340372046254,7.5,7.5,7.833335,5.0,6.25,2.0,Não,M,0,1.0,1,1,1,0.0,-2.0
175,ALUNO-262,17.0,469.0,Ametista,7.054851281182869,8.75001,5.245783628136569,6.25,6.844444444444444,6.777773333333332,10.0,7.8125,4.0,Não,M,0,5.0,-1,-1,-1,1.0,0.0
176,ALUNO-263,17.0,629.0,Ágata,6.591127006535949,0.0,7.947303921568628,5.625,5.577777777777778,7.555553333333333,10.0,8.125,4.0,Não,F,0,6.0,1,-1,1,1.0,0.0
177,ALUNO-264,11.0,478.0,Ametista,7.035319904761904,10.00002,6.773809523809523,7.5,6.75,7.27778,5.0,6.25,3.0,Não,F,0,0.0,-1,-1,-1,0.0,-1.0
178,ALUNO-266,11.0,191.0,Ametista,7.834006201914523,9.000020000000001,8.13529767623928,5.625,7.0,8.38889,10.0,6.666666666666666,3.0,Não,M,1,3.0,1,-1,1,1.0,0.0
179,ALUNO-267,16.0,200.0,Ametista,7.798470369565218,9.16668,9.72463768115942,5.625,7.866666666666667,7.8333325,5.0,7.34375,4.0,Não,M,0,4.0,1,1,1,1.0,-2.0
180,ALUNO-268,9.0,143.0,Ametista,8.000002,9.000020000000001,10.0,6.875,7.25,9.5,5.0,5.625,2.0,Não,M,1,0.0,1,-1,1,0.0,-1.0
181,ALUNO-272,9.0,228.0,Ametista,7.725002,9.000020000000001,10.0,5.0,6.0,7.5,10.0,6.25,3.0,Não,M,0,0.0,1,-1,1,0.0,0.0
182,ALUNO-273,16.0,595.0,Ágata,6.683335555555555,8.500020000000001,6.777777777777777,7.5,5.666666666666666,7.555556666666667,5.0,5.833333333333334,3.0,Não,F,0,4.0,-1,-1,1,1.0,-1.0
183,ALUNO-275,15.0,714.0,Ágata,6.073162378787879,8.33334,6.102272727272728,6.25,3.966666666666667,6.8333275,5.0,7.34375,4.0,Sim,F,0,5.0,-1,-1,-1,1.0,-1.0
184,ALUNO-276,9.0,233.0,Ametista,7.703185605565638,8.500020000000001,8.95341802782819,8.125,8.25,8.0,5.0,5.0,2.0,Não,M,0,0.0,1,1,1,1.0,-1.0
185,ALUNO-277,14.0,385.0,Ametista,7.305919652173913,8.000020000000001,8.626811594202898,6.875,8.25,7.944443333333334,2.5,6.041666666666667,3.0,Não,M,0,4.0,1,1,1,1.0,-3.0
186,ALUNO-279,14.0,750.0,Quartzo,5.800078489240228,7.5,7.024703557312253,5.0,4.055555555555556,5.888883333333334,5.0,6.5625,3.0,Não,F,0,0.0,-1,-1,-1,0.0,-1.0
187,ALUNO-281,11.0,346.0,Ametista,7.424538592592594,9.000020000000001,8.87962962962963,7.5,6.75,7.72222,5.0,6.041666666666667,3.0,Não,F,0,0.0,1,-1,1,0.0,-1.0
188,ALUNO-282,17.0,119.0,Topázio,8.086937830917876,9.16668,7.86141304347826,6.875,8.644444444444444,9.111116666666666,5.0,8.59375,4.0,Não,M,1,1.0,1,1,1,1.0,-1.0
189,ALUNO-283,17.0,147.0,Ametista,7.979045229610685,8.33334,8.313618925831202,8.75,6.888888888888888,9.666673333333334,5.0,7.96875,4.0,Sim,F,1,1.0,1,-1,1,1.0,-1.0
190,ALUNO-288,14.0,114.0,Topázio,8.107440578115117,7.91667,8.724699557242252,7.5,7.333333333333333,7.708335,10.0,8.125,4.0,Não,F,0,2.0,1,-1,1,1.0,1.0
191,ALUNO-289,11.0,434.0,Ametista,7.189287269841271,8.500020000000001,8.015873015873016,6.875,7.333333333333333,7.388886666666667,5.0,6.041666666666667,3.0,Sim,F,0,0.0,1,-1,-1,0.0,-1.0
192,ALUNO-290,11.0,439.0,Ametista,7.175127373737373,9.000020000000001,8.118686868686869,7.5,4.5,6.777773333333332,10.0,6.458333333333334,3.0,Não,M,0,0.0,1,-1,-1,0.0,0.0
193,ALUNO-291,13.0,610.0,Ágata,6.644446000000001,10.00002,10.0,6.875,2.0,7.055553333333332,5.0,6.458333333333334,3.0,Não,M,0,0.0,1,-1,-1,0.0,-1.0
194,ALUNO-292,17.0,17.0,Topázio,8.676670333333334,9.58335,8.75,10.0,7.966666666666666,10.00001,5.0,8.75,4.0,Sim,M,1,0.0,1,1,1,1.0,-1.0
195,ALUNO-293,16.0,857.0,Quartzo,3.845535880952381,7.08333,2.682539682539682,5.0,0.7222222222222222,4.6250025,5.0,5.3125,4.0,Não,F,0,3.0,-1,-1,-1,0.0,-1.0
196,ALUNO-294,8.0,68.0,Topázio,8.264312621417798,10.00002,9.34238310708899,5.625,8.0,8.66667,10.0,5.0,2.0,Não,F,1,1.0,1,1,1,1.0,0.0
197,ALUNO-295,11.0,229.0,Ametista,7.720835333333334,9.000020000000001,8.166666666666668,7.5,6.5,7.666666666666667,10.0,6.041666666666667,3.0,Não,M,0,5.0,1,-1,1,0.0,0.0
198,ALUNO-296,12.0,548.0,Ágata,6.823047731379731,10.00002,6.990231990231988,7.5,5.25,7.499996666666666,5.0,6.25,3.0,Não,F,0,2.0,-1,-1,-1,1.0,-1.0
199,ALUNO-298,13.0,786.0,Quartzo,5.538561201058201,9.000020000000001,8.505291005291005,5.0,4.25,4.500005,2.5,4.375,2.0,Não,M,0,0.0,1,-1,-1,0.0,-3.0
200,ALUNO-301,11.0,87.0,Topázio,8.188103917267917,9.000020000000001,7.919672919672919,7.5,8.0,8.333336666666668,10.0,6.875,3.0,Não,M,0,3.0,1,1,1,1.0,0.0
201,ALUNO-302,8.0,179.0,Ametista,7.873412973084886,10.00002,8.271221532091097,7.5,7.033333333333333,7.5,10.0,5.625,2.0,Não,F,0,0.0,1,-1,1,0.0,0.0
202,ALUNO-304,9.0,330.0,Ametista,7.461086814000815,10.00002,7.403337403337403,7.5,6.266666666666668,9.41667,5.0,5.9375,2.0,Sim,M,1,0.0,-1,-1,1,1.0,-1.0
203,ALUNO-305,15.0,522.0,Ágata,6.916844597820308,7.916679999999999,8.301236044657097,6.25,5.944444444444444,7.0833275,5.0,7.34375,4.0,Não,F,0,4.0,1,-1,-1,1.0,-1.0
204,ALUNO-307,13.0,708.0,Ágata,6.099999,5.41667,5.364583333333334,5.0,5.333333333333333,5.999993333333334,10.0,7.1875,3.0,Não,F,0,0.0,-1,-1,-1,0.0,0.0
205,ALUNO-308,11.0,86.0,Topázio,8.196890131054133,10.00002,8.98860398860399,7.5,9.516666666666666,8.41667,5.0,5.625,2.0,Sim,F,1,0.0,1,1,1,1.0,-2.0
206,ALUNO-311,9.0,323.0,Ametista,7.479539037037037,8.500020000000001,8.518518518518517,8.125,8.816666666666666,6.75,5.0,5.0,2.0,Não,F,0,1.0,1,1,-1,0.0,-1.0
207,ALUNO-312,13.0,404.0,Ametista,7.278024793650793,7.08333,8.19047619047619,5.0,6.777777777777778,6.70833,10.0,7.34375,4.0,Não,M,0,3.0,1,-1,-1,1.0,0.0
208,ALUNO-313,10.0,464.0,Ametista,7.073794270531402,9.50002,8.743961352657005,5.0,6.833333333333333,7.333333333333333,5.0,5.416666666666667,3.0,Não,F,0,2.0,1,-1,-1,0.0,-2.0
209,ALUNO-314,13.0,660.0,Ágata,6.40785501494477,6.41668,8.671215074723847,5.625,4.666666666666667,7.055553333333333,5.0,6.25,3.0,Não,F,0,0.0,1,-1,-1,0.0,-1.0
210,ALUNO-316,13.0,764.0,Quartzo,5.671800072463768,6.66667,5.095108695652174,7.5,3.0,5.055556666666665,10.0,6.25,3.0,Não,M,0,0.0,-1,-1,-1,0.0,0.0
211,ALUNO-317,11.0,352.0,Ametista,7.412495022283378,9.50002,6.999961778083552,7.5,7.583333333333334,8.66667,5.0,5.625,2.0,Não,F,1,0.0,-1,1,1,1.0,-2.0
212,ALUNO-320,11.0,78.0,Topázio,8.226391777777778,10.00002,8.222222222222223,7.5,7.5,8.222226666666668,10.0,6.875,3.0,Não,M,0,0.0,1,1,1,0.0,0.0
213,ALUNO-322,11.0,669.0,Ágata,6.350000444444445,9.50002,7.222222222222222,7.5,3.666666666666667,6.944436666666666,5.0,5.833333333333334,3.0,Não,F,0,0.0,-1,-1,-1,0.0,-1.0
214,ALUNO-323,13.0,678.0,Ágata,6.322731276895944,6.91668,9.217813051146384,5.0,5.083333333333334,5.833336666666666,5.0,6.041666666666667,3.0,Não,M,0,6.0,1,-1,-1,1.0,-2.0
215,ALUNO-325,9.0,856.0,Quartzo,3.898064782135077,0.0,4.302832244008714,4.375,1.666666666666667,6.333325,5.0,5.0,2.0,Não,M,0,0.0,-1,-1,-1,0.0,-1.0
216,ALUNO-326,9.0,97.0,Topázio,8.15362222793149,8.500020000000001,8.922266139657445,7.5,9.45,9.083335,5.0,5.625,2.0,Não,M,1,0.0,1,1,1,1.0,-1.0
217,ALUNO-327,8.0,30.0,Topázio,8.538335,8.500020000000001,9.0,7.5,9.15,8.416665,10.0,6.25,2.0,Sim,M,1,0.0,1,1,1,1.0,0.0
218,ALUNO-330,12.0,152.0,Ametista,7.958056222222224,8.33334,8.575000000000001,7.5,6.611111111111112,7.625,10.0,8.125,4.0,Sim,M,0,0.0,1,-1,1,0.0,0.0
219,ALUNO-331,9.0,26.0,Topázio,8.622225333333333,9.50002,10.0,5.625,9.25,8.277783333333332,10.0,6.041666666666667,3.0,Não,M,0,1.0,1,1,1,1.0,0.0
220,ALUNO-332,14.0,12.0,Topázio,8.750002666666667,9.50002,10.0,7.5,8.75,8.166670000000002,10.0,6.666666666666666,3.0,Não,F,0,3.0,1,1,1,1.0,0.0
221,ALUNO-333,8.0,301.0,Ametista,7.523491593073594,10.00002,7.132034632034632,5.625,7.683333333333334,7.33333,10.0,5.3125,2.0,Não,M,0,0.0,-1,1,-1,0.0,0.0
222,ALUNO-334,8.0,695.0,Ágata,6.252917,0.0,5.0,8.125,5.9,8.333335,10.0,5.9375,2.0,Sim,F,0,0.0,-1,-1,1,1.0,0.0
223,ALUNO-336,11.0,441.0,Ametista,7.172291906282801,9.000020000000001,8.215624531414004,7.5,6.25,7.833325,5.0,5.625,2.0,Não,F,0,2.0,1,-1,1,0.0,-2.0
224,ALUNO-337,16.0,449.0,Ametista,7.123577106726749,0.0,7.580379978078188,8.125,7.98888888888889,9.111116666666666,5.0,8.75,4.0,Não,F,1,6.0,1,1,1,1.0,-1.0
225,ALUNO-340,16.0,756.0,Quartzo,5.717800478632479,8.33334,6.073717948717948,7.5,2.494444444444444,6.166670000000001,5.0,6.875,4.0,Não,M,0,4.0,-1,-1,-1,-1.0,-1.0
226,ALUNO-342,13.0,481.0,Ágata,7.024874570707071,0.0,8.825757575757576,4.375,6.277777777777778,8.458337499999999,10.0,8.75,4.0,Não,F,1,6.0,1,-1,1,1.0,0.0
227,ALUNO-345,10.0,755.0,Quartzo,5.72210322705314,9.000020000000001,7.041062801932369,7.5,1.333333333333333,6.777776666666666,5.0,5.416666666666667,3.0,Não,F,0,3.0,-1,-1,-1,0.0,-1.0
228,ALUNO-347,8.0,366.0,Ametista,7.387203380952382,10.00002,8.571428571428571,5.0,6.833333333333334,6.999995,10.0,4.0625,2.0,Não,F,0,0.0,1,-1,-1,0.0,0.0
229,ALUNO-348,11.0,630.0,Ágata,6.589433478260871,8.500020000000001,8.815217391304348,7.5,3.666666666666667,6.94444,5.0,6.041666666666667,3.0,Não,M,0,3.0,1,-1,-1,0.0,-1.0
230,ALUNO-350,8.0,37.0,Topázio,8.480834141954665,9.50002,8.608324043106652,7.5,9.066666666666666,8.41667,10.0,5.625,2.0,Sim,F,1,0.0,1,1,1,1.0,0.0
231,ALUNO-351,11.0,129.0,Topázio,8.062502666666667,8.000020000000001,10.0,5.0,7.75,7.833336666666667,10.0,6.458333333333334,3.0,Não,M,0,0.0,1,1,1,0.0,0.0
232,ALUNO-352,15.0,623.0,Ágata,6.607060641870514,8.75001,6.7748840426859,7.5,4.666666666666667,7.3749975,5.0,7.1875,4.0,Sim,F,0,1.0,-1,-1,-1,1.0,-1.0
233,ALUNO-356,9.0,626.0,Ágata,6.602085000000001,10.00002,5.833333333333334,4.375,7.916666666666666,6.916665,5.0,5.3125,2.0,Não,M,0,0.0,-1,1,-1,0.0,-1.0
234,ALUNO-357,14.0,666.0,Ágata,6.361110611111111,9.16668,5.694444444444445,7.5,5.111111111111111,6.4166575,5.0,7.5,4.0,Não,F,0,1.0,-1,-1,-1,0.0,-1.0
235,ALUNO-358,18.0,706.0,Ágata,6.112499666666667,7.91667,8.333333333333334,5.0,3.5,6.33333,5.0,6.875,4.0,Sim,F,0,0.0,1,-1,-1,1.0,-1.0
236,ALUNO-359,12.0,162.0,Ametista,7.925542577808901,8.33334,7.709305944600063,7.5,6.944444444444444,7.9166675,10.0,8.28125,4.0,Sim,M,0,3.0,1,-1,1,1.0,0.0
237,ALUNO-360,13.0,734.0,Quartzo,5.938541333333333,6.66667,5.083333333333334,5.625,3.833333333333333,5.95833,10.0,7.34375,4.0,Não,M,0,0.0,-1,-1,-1,0.0,0.0
238,ALUNO-362,13.0,145.0,Ametista,7.992900671071327,7.5,9.171099744245524,7.5,6.111111111111112,8.041667499999999,10.0,8.28125,4.0,Sim,M,0,0.0,1,-1,1,1.0,0.0
239,ALUNO-363,9.0,348.0,Ametista,7.420353564102564,10.00002,8.737179487179487,7.5,7.833333333333334,7.249995,5.0,4.0625,2.0,Não,F,0,1.0,1,1,-1,0.0,-1.0
240,ALUNO-364,11.0,683.0,Ágata,6.312788373897707,7.416679999999999,6.869488536155202,4.375,5.0,5.77778,10.0,6.041666666666667,3.0,Não,M,0,3.0,-1,-1,-1,0.0,0.0
241,ALUNO-365,17.0,731.0,Quartzo,5.951307967320262,8.75001,4.46764705882353,5.625,5.011111111111111,5.277776666666666,10.0,5.625,4.0,Não,F,0,5.0,-1,-1,-1,0.0,0.0
242,ALUNO-366,14.0,781.0,Quartzo,5.557388706349206,5.41666,6.851190476190476,6.25,3.055555555555556,5.8749925,5.0,7.34375,4.0,Sim,M,0,0.0,-1,-1,-1,0.0,-1.0
243,ALUNO-369,17.0,645.0,Ágata,6.487826797385621,8.75001,7.605800653594771,7.5,5.0,6.499995,5.0,5.416666666666667,3.0,Não,F,0,0.0,1,-1,-1,0.0,-2.0
244,ALUNO-370,15.0,237.0,Ametista,7.692119104617605,8.33334,7.780032467532467,5.625,8.555555555555555,8.5833375,5.0,8.125,4.0,Sim,M,1,3.0,1,1,1,1.0,-1.0
245,ALUNO-373,16.0,757.0,Quartzo,5.711969322455323,8.75001,6.646998834498834,5.0,2.911111111111111,6.111106666666666,5.0,7.03125,4.0,Não,F,0,5.0,-1,-1,-1,1.0,-1.0
246,ALUNO-375,12.0,95.0,Topázio,8.155073214424952,9.16668,8.893762183235868,5.625,6.688888888888887,8.5,10.0,8.59375,4.0,Não,F,1,6.0,1,-1,1,1.0,0.0
247,ALUNO-377,13.0,510.0,Ágata,6.94278506049506,7.08333,8.08025308025308,5.0,4.722222222222222,7.04166,10.0,7.65625,4.0,Não,M,0,5.0,1,-1,-1,1.0,0.0
248,ALUNO-378,17.0,344.0,Ametista,7.427454954248366,7.91667,8.648039215686275,5.625,5.188888888888889,7.388886666666666,10.0,8.28125,4.0,Não,M,0,6.0,1,-1,-1,1.0,0.0
249,ALUNO-381,11.0,503.0,Ágata,6.953207128205129,9.000020000000001,6.891025641025642,5.625,8.0,7.25,5.0,5.625,2.0,Não,M,0,3.0,-1,1,-1,1.0,-2.0
250,ALUNO-386,9.0,604.0,Ágata,6.655769897435897,8.500020000000001,8.69551282051282,4.375,4.916666666666666,7.91666,5.0,5.625,2.0,Não,F,0,0.0,1,-1,1,0.0,-1.0
251,ALUNO-387,15.0,814.0,Quartzo,5.159305551302499,7.5,5.126395534290271,6.25,3.222222222222222,4.79166,5.0,6.5625,4.0,Não,M,0,4.0,-1,-1,-1,0.0,-1.0
252,ALUNO-388,14.0,651.0,Ágata,6.445768751322752,9.50002,8.756613756613756,7.5,2.5,7.055553333333332,5.0,5.833333333333334,3.0,Não,F,0,4.0,1,-1,-1,0.0,-2.0
253,ALUNO-391,9.0,131.0,Ametista,8.057507539961014,9.50002,9.245857699805068,5.625,9.0,9.16667,5.0,5.625,2.0,Não,F,1,0.0,1,1,1,1.0,-1.0
254,ALUNO-392,8.0,417.0,Ametista,7.22724271539961,8.500020000000001,8.094541910331383,5.625,5.666666666666667,7.499995,10.0,5.625,2.0,Não,F,0,0.0,1,-1,-1,0.0,0.0
255,ALUNO-394,17.0,468.0,Ametista,7.056350274891774,7.5,8.895292207792206,5.0,7.266666666666666,7.7916675,2.5,7.65625,4.0,Não,F,0,6.0,1,-1,1,1.0,-3.0
256,ALUNO-395,16.0,817.0,Quartzo,5.062781496114996,9.16668,4.077797202797203,7.5,2.777777777777777,5.7499925,2.5,6.25,4.0,Não,M,0,2.0,-1,-1,-1,1.0,-3.0
257,ALUNO-396,17.0,698.0,Ágata,6.241624113546868,7.91667,6.083816678845451,7.5,4.988888888888888,6.333329999999999,5.0,7.1875,4.0,Não,M,0,3.0,-1,-1,-1,1.0,-1.0
258,ALUNO-398,8.0,512.0,Ágata,6.931326757575758,9.50002,5.87121212121212,5.625,5.566666666666667,7.999995,10.0,5.3125,2.0,Não,F,0,0.0,-1,-1,1,1.0,0.0
259,ALUNO-402,8.0,457.0,Ametista,7.096346507013722,8.000020000000001,7.669227535068609,7.5,5.25,6.999995,10.0,5.625,2.0,Não,F,0,0.0,1,-1,-1,0.0,0.0
260,ALUNO-403,14.0,775.0,Quartzo,5.596878687216997,0.0,5.284743991640544,6.25,3.944444444444445,6.95833,10.0,7.34375,4.0,Não,M,0,1.0,-1,-1,-1,1.0,0.0
261,ALUNO-404,15.0,6.0,Topázio,8.940600419054803,8.33334,9.660633484162895,8.125,8.511111111111111,9.0833375,10.0,8.4375,4.0,Não,F,1,6.0,1,1,1,1.0,0.0
262,ALUNO-405,9.0,483.0,Ágata,7.011141486631016,8.500020000000001,8.38903743315508,7.5,3.916666666666667,6.833326666666667,10.0,5.833333333333334,3.0,Não,F,0,1.0,1,-1,-1,0.0,0.0
263,ALUNO-406,12.0,199.0,Ametista,7.808336000000001,9.000020000000001,8.166666666666666,7.5,9.166666666666668,7.833336666666667,5.0,6.25,3.0,Sim,M,0,4.0,1,1,1,1.0,-2.0
264,ALUNO-407,15.0,7.0,Topázio,8.920648367521368,8.33334,9.615384615384617,8.125,7.722222222222222,9.583340000000002,10.0,8.90625,4.0,Não,F,1,4.0,1,1,1,1.0,0.0
265,ALUNO-409,13.0,664.0,Ágata,6.380177212121212,5.75,8.393939393939394,5.0,5.5,7.111113333333333,5.0,6.041666666666666,3.0,Não,F,0,0.0,1,-1,-1,0.0,-1.0
266,ALUNO-410,9.0,811.0,Quartzo,5.19770335978836,0.0,5.132275132275131,7.5,5.366666666666667,6.583325,5.0,5.3125,2.0,Não,M,0,0.0,-1,-1,-1,0.0,-1.0
267,ALUNO-411,8.0,359.0,Ametista,7.405336262443439,9.000020000000001,9.380844645550528,7.5,4.166666666666667,7.41666,10.0,5.625,2.0,Não,F,0,0.0,1,-1,-1,0.0,0.0
268,ALUNO-412,9.0,219.0,Ametista,7.744066545454546,9.50002,9.393939393939394,7.5,5.75,7.055549999999999,10.0,6.041666666666667,3.0,Não,M,0,0.0,1,-1,-1,0.0,0.0
269,ALUNO-413,13.0,546.0,Ágata,6.825507272727274,8.500020000000001,9.696969696969695,7.5,3.25,7.555556666666667,5.0,6.25,3.0,Não,M,0,0.0,1,-1,1,0.0,-1.0
270,ALUNO-415,18.0,681.0,Ágata,6.315265946455505,7.91667,8.72737556561086,7.5,3.666666666666667,6.7083275,2.5,7.03125,4.0,Não,M,0,0.0,1,-1,-1,1.0,-4.0
